cod_representante,cod_cliente,cod_persona,num_telefono,correo_empresarial,cargo
400,4,291,910939918,carlos.ruiz@bodega:mass.com,Gerente de producción
401,5,259,970315526,julio.vargas@sanfernando.com,Gerente de producción
402,6,457,934362948,cristhian.castillo@tottus.com,Gerente de producción
403,5,37,947777127,diana.vargas@sanfernando.com,Gerente de producción
404,7,369,916928746,luis.perez@sanfernando.com,Gerente de almacen
405,6,111,928118492,diego.cárdenas@sanfernando.com,Gerente de almacen
406,8,551,908831415,diana.vargas@sanfernando.com,Gerente de recursos humanos
407,3,316,974685908,leonardo.martinez@wongymetro.com,Gerente de recursos humanos
408,5,277,994573643,luis.perez@plazaveayvivanda.com,Gerente de almacen
409,9,960,952073238,luis.perez@plazaveayvivanda.com,Gerente de recursos humanos
410,8,743,940097407,julio.perez@makro.com,Gerente de almacen
411,10,823,950471315,ana.rojas@sanfernando.com,Gerente de producción
412,8,854,954665073,juan.cárdenas@sanfernando.com,Gerente de producción
413,10,413,997776979,cristhian.martinez@sanfernando.com,Gerente de logística
414,9,958,967668351,carlos.fernandez@sanfernando.com,Gerente de recursos humanos
415,7,414,968896298,diego.perez@sanfernando.com,Gerente de almacen
416,10,144,930616677,luis.gomez@sanfernando.com,Gerente de producción
417,5,672,935210047,alex.diaz@wongymetro.com,Gerente de recursos humanos
418,11,206,947792460,alex.rodriguez@wongymetro.com,Gerente de recursos humanos
419,2,149,907487320,maria.castillo@makro.com,Gerente de producción
420,10,450,904232184,jose.fernandez@sanfernando.com,Gerente de producción
421,9,980,942859444,carlos.castillo@bodega:mass.com,Gerente de almacen
422,5,749,960377391,jose.gomez@wongymetro.com,Gerente de recursos humanos
423,9,325,950101745,ana.huaman@sanfernando.com,Gerente de producción
424,6,427,956911368,alex.vargas@bodega:mass.com,Gerente de producción
425,4,64,920437500,diego.rodriguez@tottus.com,Gerente de recursos humanos
426,10,591,913119519,carlos.mamano@sanfernando.com,Gerente de recursos humanos
427,3,878,981475583,cristhian.rojas@tottus.com,Gerente de producción
428,4,753,906664797,julio.diaz@tottus.com,Gerente de recursos humanos
429,6,359,939653644,diana.lopez@sanfernando.com,Gerente de producción
430,7,452,967746839,ana.vargas@sanfernando.com,Gerente de recursos humanos
431,1,546,944060829,carlos.perez@tottus.com,Gerente de logística
432,2,268,995702275,carlos.castillo@wongymetro.com,Gerente de logística
433,9,341,983172764,elena.diaz@tottus.com,Gerente de producción
434,3,500,940417980,ana.gonzalez@sanfernando.com,Gerente de logística
435,4,976,924162635,ana.diaz@makro.com,Gerente de almacen
436,4,688,945559636,cristhian.diaz@bodega:mass.com,Gerente de recursos humanos
437,4,675,979312223,carlos.ruiz@bodega:mass.com,Gerente de producción
438,9,687,994190082,alex.mamano@wongymetro.com,Gerente de producción
439,2,290,928773300,carlos.gomez@sanfernando.com,Gerente de recursos humanos
440,10,552,987645723,leonardo.mamano@plazaveayvivanda.com,Gerente de producción
441,6,318,992383290,ana.lopez@sanfernando.com,Gerente de producción
442,1,799,933205769,fernando.huaman@sanfernando.com,Gerente de almacen
443,10,711,940242367,julio.gonzalez@sanfernando.com,Gerente de producción
444,11,110,973494256,leonardo.fernandez@sanfernando.com,Gerente de logística
445,6,598,944553200,alex.gonzalez@bodega:mass.com,Gerente de producción
446,7,997,932260886,carlos.perez@sanfernando.com,Gerente de almacen
447,9,301,972541152,julio.rodriguez@sanfernando.com,Gerente de producción
448,6,717,993401246,luis.gonzalez@makro.com,Gerente de producción
449,10,284,939093572,leonardo.rojas@sanfernando.com,Gerente de logística
450,10,894,947427799,fernando.gonzalez@makro.com,Gerente de logística
451,4,804,934264047,fernando.cárdenas@sanfernando.com,Gerente de logística
452,7,664,978892226,diana.gonzalez@sanfernando.com,Gerente de logística
453,1,245,934082691,maria.martinez@tottus.com,Gerente de producción
454,10,967,925762342,fernando.lopez@sanfernando.com,Gerente de producción
455,7,132,930417999,jose.perez@sanfernando.com,Gerente de almacen
456,8,144,991254093,elena.lopez@sanfernando.com,Gerente de almacen
457,10,685,998403174,leonardo.diaz@sanfernando.com,Gerente de almacen
458,1,739,965210791,carlos.gomez@sanfernando.com,Gerente de logística
459,10,198,931716538,jose.mamano@sanfernando.com,Gerente de producción
460,2,449,964577880,juan.gonzalez@sanfernando.com,Gerente de almacen
461,4,49,952585488,jose.diaz@makro.com,Gerente de almacen
462,1,556,979587936,jose.rojas@sanfernando.com,Gerente de producción
463,4,294,909749832,juan.mamano@tottus.com,Gerente de producción
464,9,976,972562266,diana.gonzalez@sanfernando.com,Gerente de producción
465,3,877,983988936,leonardo.castillo@plazaveayvivanda.com,Gerente de almacen
466,3,819,943287879,jose.castillo@bodega:mass.com,Gerente de almacen
467,11,370,906968707,alex.castillo@makro.com,Gerente de almacen
468,9,411,972659283,maria.fernandez@plazaveayvivanda.com,Gerente de logística
469,1,769,982577973,maria.huaman@tottus.com,Gerente de producción
470,9,697,900809191,jose.perez@sanfernando.com,Gerente de recursos humanos
471,3,251,973227750,diego.diaz@wongymetro.com,Gerente de recursos humanos
472,9,21,973008447,diego.rojas@sanfernando.com,Gerente de almacen
473,9,73,907290616,ana.rojas@wongymetro.com,Gerente de logística
474,5,250,974258163,cristhian.ruiz@sanfernando.com,Gerente de producción
475,3,92,945326280,luis.rojas@tottus.com,Gerente de logística
476,7,323,963993942,cristhian.rodriguez@plazaveayvivanda.com,Gerente de logística
477,3,729,962886577,leonardo.martinez@sanfernando.com,Gerente de producción
478,5,91,980586990,diego.huaman@sanfernando.com,Gerente de almacen
479,1,935,993760052,jose.gonzalez@sanfernando.com,Gerente de logística
480,2,990,975689165,jose.martinez@bodega:mass.com,Gerente de producción
481,4,46,995791432,jose.fernandez@sanfernando.com,Gerente de producción
482,4,957,945997710,leonardo.ruiz@sanfernando.com,Gerente de logística
483,6,468,981569523,fernando.rojas@wongymetro.com,Gerente de producción
484,3,258,992829382,elena.lopez@sanfernando.com,Gerente de recursos humanos
485,7,555,940371863,jose.perez@sanfernando.com,Gerente de logística
486,7,667,911017758,diego.cárdenas@tottus.com,Gerente de recursos humanos
487,2,422,954852599,diego.ruiz@sanfernando.com,Gerente de recursos humanos
488,11,509,927732883,luis.lopez@tottus.com,Gerente de recursos humanos
489,2,272,951882859,pedro.perez@sanfernando.com,Gerente de logística
490,10,8,941651169,jose.castillo@makro.com,Gerente de producción
491,4,523,921373106,elena.ruiz@sanfernando.com,Gerente de almacen
492,3,116,982738859,ana.mamano@sanfernando.com,Gerente de almacen
493,4,778,999283033,leonardo.fernandez@sanfernando.com,Gerente de recursos humanos
494,8,320,975789379,diana.fernandez@bodega:mass.com,Gerente de producción
495,2,863,933178646,pedro.vargas@sanfernando.com,Gerente de producción
496,1,196,994411563,alex.mamano@sanfernando.com,Gerente de logística
497,10,375,977253227,maria.diaz@bodega:mass.com,Gerente de producción
498,11,496,957516308,carlos.vargas@sanfernando.com,Gerente de logística
499,3,509,942997771,elena.rojas@bodega:mass.com,Gerente de recursos humanos
500,1,813,939468190,luis.martinez@plazaveayvivanda.com,Gerente de almacen
501,8,654,963336810,julio.martinez@sanfernando.com,Gerente de recursos humanos
502,1,794,931788076,maria.gonzalez@sanfernando.com,Gerente de producción
503,10,519,905468220,carlos.gonzalez@sanfernando.com,Gerente de producción
504,3,833,920537695,carlos.castillo@plazaveayvivanda.com,Gerente de producción
505,3,792,955792290,cristhian.cárdenas@sanfernando.com,Gerente de producción
506,4,604,931930367,elena.ruiz@sanfernando.com,Gerente de almacen
507,7,819,927492215,juan.fernandez@sanfernando.com,Gerente de producción
508,7,679,931395422,pedro.mamano@sanfernando.com,Gerente de recursos humanos
509,4,196,929079330,diana.rodriguez@sanfernando.com,Gerente de logística
510,9,480,929491021,julio.huaman@sanfernando.com,Gerente de logística
511,9,911,996046790,carlos.rodriguez@makro.com,Gerente de logística
512,10,393,962400701,cristhian.gomez@sanfernando.com,Gerente de producción
513,3,861,950751396,leonardo.rojas@wongymetro.com,Gerente de almacen
514,6,401,903630625,diana.vargas@sanfernando.com,Gerente de almacen
515,2,839,976329539,maria.huaman@plazaveayvivanda.com,Gerente de almacen
516,7,110,994771147,jose.vargas@sanfernando.com,Gerente de producción
517,5,119,971180886,leonardo.gomez@makro.com,Gerente de producción
518,1,604,902790083,carlos.fernandez@wongymetro.com,Gerente de recursos humanos
519,3,93,939547012,julio.lopez@tottus.com,Gerente de recursos humanos
520,3,267,973328601,alex.fernandez@wongymetro.com,Gerente de recursos humanos
521,8,475,933535416,alex.fernandez@tottus.com,Gerente de recursos humanos
522,11,620,946930557,fernando.vargas@sanfernando.com,Gerente de logística
523,8,439,972869757,diego.martinez@sanfernando.com,Gerente de recursos humanos
524,6,430,971295527,luis.vargas@plazaveayvivanda.com,Gerente de almacen
525,7,600,907010827,diana.castillo@wongymetro.com,Gerente de producción
526,5,751,986784109,leonardo.gomez@sanfernando.com,Gerente de recursos humanos
527,1,773,915078736,pedro.perez@tottus.com,Gerente de producción
528,6,499,911496513,pedro.martinez@wongymetro.com,Gerente de producción
529,5,606,993055047,diana.fernandez@sanfernando.com,Gerente de recursos humanos
530,8,111,964490584,fernando.castillo@plazaveayvivanda.com,Gerente de almacen
531,1,641,977823689,cristhian.cárdenas@plazaveayvivanda.com,Gerente de logística
532,10,334,945938247,maria.martinez@bodega:mass.com,Gerente de producción
533,6,322,957715306,elena.perez@makro.com,Gerente de almacen
534,1,523,954550906,luis.diaz@bodega:mass.com,Gerente de recursos humanos
535,3,55,929408660,diego.perez@tottus.com,Gerente de almacen
536,8,37,976040318,ana.cárdenas@sanfernando.com,Gerente de almacen
537,11,256,956810992,fernando.gomez@plazaveayvivanda.com,Gerente de producción
538,5,125,932785951,elena.ruiz@bodega:mass.com,Gerente de recursos humanos
539,3,35,946078813,diana.vargas@plazaveayvivanda.com,Gerente de logística
540,10,33,906342677,jose.rojas@sanfernando.com,Gerente de logística
541,8,633,972655294,ana.gomez@sanfernando.com,Gerente de almacen
542,8,717,955531100,juan.rojas@sanfernando.com,Gerente de logística
543,6,287,969924344,leonardo.perez@sanfernando.com,Gerente de logística
544,9,3,998039754,alex.fernandez@sanfernando.com,Gerente de almacen
545,3,105,989855321,ana.huaman@sanfernando.com,Gerente de producción
546,6,722,970408594,julio.diaz@makro.com,Gerente de recursos humanos
547,4,270,900124342,carlos.lopez@plazaveayvivanda.com,Gerente de producción
548,7,269,921997642,julio.gomez@sanfernando.com,Gerente de logística
549,10,857,967754481,leonardo.martinez@makro.com,Gerente de logística
550,2,279,992814789,leonardo.huaman@wongymetro.com,Gerente de almacen
551,9,141,903405511,carlos.mamano@sanfernando.com,Gerente de producción
552,1,330,936540461,luis.castillo@sanfernando.com,Gerente de almacen
553,2,980,973742200,maria.gomez@wongymetro.com,Gerente de recursos humanos
554,7,446,986492568,carlos.mamano@sanfernando.com,Gerente de almacen
555,11,392,987270297,leonardo.cárdenas@sanfernando.com,Gerente de logística
556,8,921,987771306,alex.huaman@sanfernando.com,Gerente de producción
557,5,635,943077465,juan.martinez@bodega:mass.com,Gerente de almacen
558,2,928,966431903,ana.ruiz@tottus.com,Gerente de producción
559,5,836,974014381,jose.ruiz@wongymetro.com,Gerente de producción
560,4,593,958175130,jose.martinez@wongymetro.com,Gerente de producción
561,4,336,944280907,diego.cárdenas@wongymetro.com,Gerente de recursos humanos
562,3,474,968174961,alex.gonzalez@plazaveayvivanda.com,Gerente de recursos humanos
563,4,236,951867830,ana.rodriguez@plazaveayvivanda.com,Gerente de recursos humanos
564,4,785,987959704,elena.fernandez@sanfernando.com,Gerente de almacen
565,8,260,976700074,pedro.cárdenas@sanfernando.com,Gerente de producción
566,4,943,951132204,luis.fernandez@wongymetro.com,Gerente de logística
567,11,342,919719597,jose.castillo@tottus.com,Gerente de almacen
568,7,182,993784802,cristhian.cárdenas@tottus.com,Gerente de recursos humanos
569,8,932,947273185,diego.rojas@wongymetro.com,Gerente de producción
570,2,620,973348680,maria.vargas@tottus.com,Gerente de logística
571,10,855,995211618,julio.rojas@sanfernando.com,Gerente de logística
572,9,939,914716332,diego.cárdenas@sanfernando.com,Gerente de almacen
573,7,50,991919804,ana.vargas@tottus.com,Gerente de logística
574,3,432,920244803,leonardo.perez@wongymetro.com,Gerente de recursos humanos
575,10,154,924842692,cristhian.diaz@sanfernando.com,Gerente de logística
576,6,60,967524235,jose.rojas@sanfernando.com,Gerente de recursos humanos
577,7,242,984295404,luis.ruiz@tottus.com,Gerente de producción
578,4,613,982415292,fernando.gomez@sanfernando.com,Gerente de producción
579,7,422,993503241,carlos.cárdenas@sanfernando.com,Gerente de recursos humanos
580,3,677,963413066,juan.castillo@makro.com,Gerente de producción
581,11,890,994196076,carlos.cárdenas@bodega:mass.com,Gerente de almacen
582,10,553,948259230,fernando.diaz@sanfernando.com,Gerente de almacen
583,9,98,919329106,luis.rojas@plazaveayvivanda.com,Gerente de almacen
584,9,415,996079069,juan.castillo@sanfernando.com,Gerente de producción
585,6,638,999572348,fernando.castillo@sanfernando.com,Gerente de recursos humanos
586,10,670,955236343,cristhian.lopez@makro.com,Gerente de recursos humanos
587,1,322,997924284,julio.gonzalez@sanfernando.com,Gerente de recursos humanos
588,8,211,973190447,fernando.gonzalez@sanfernando.com,Gerente de logística
589,3,256,906355179,luis.diaz@wongymetro.com,Gerente de producción
590,9,70,916065359,fernando.fernandez@sanfernando.com,Gerente de producción
591,7,792,901022978,maria.fernandez@sanfernando.com,Gerente de almacen
592,11,909,911927420,alex.castillo@sanfernando.com,Gerente de producción
593,10,953,934424561,maria.lopez@sanfernando.com,Gerente de recursos humanos
594,9,856,996671059,julio.lopez@plazaveayvivanda.com,Gerente de producción
595,1,427,959661178,diana.fernandez@plazaveayvivanda.com,Gerente de logística
596,8,291,986389808,ana.huaman@sanfernando.com,Gerente de producción
597,1,775,992199581,carlos.huaman@sanfernando.com,Gerente de producción
598,6,663,954468589,pedro.lopez@makro.com,Gerente de logística
599,2,673,920750389,ana.rojas@sanfernando.com,Gerente de almacen
600,5,926,933958860,elena.lopez@wongymetro.com,Gerente de producción
601,7,97,929356109,fernando.rodriguez@makro.com,Gerente de producción
602,1,433,910979568,ana.rodriguez@wongymetro.com,Gerente de almacen
603,7,998,998972921,carlos.huaman@plazaveayvivanda.com,Gerente de producción
604,9,127,931278783,julio.huaman@makro.com,Gerente de producción
605,6,187,977468512,pedro.rojas@sanfernando.com,Gerente de logística
606,10,786,915532088,carlos.fernandez@sanfernando.com,Gerente de producción
607,10,681,961202394,carlos.fernandez@sanfernando.com,Gerente de recursos humanos
608,10,21,963924091,fernando.huaman@sanfernando.com,Gerente de producción
609,4,58,965697921,ana.ruiz@bodega:mass.com,Gerente de recursos humanos
610,9,939,989347362,diana.castillo@wongymetro.com,Gerente de logística
611,10,749,953121870,luis.fernandez@sanfernando.com,Gerente de logística
612,7,33,920723503,alex.martinez@wongymetro.com,Gerente de logística
613,7,257,903428843,julio.gonzalez@sanfernando.com,Gerente de logística
614,4,363,979054674,ana.diaz@tottus.com,Gerente de almacen
615,2,509,940612791,leonardo.gomez@tottus.com,Gerente de logística
616,4,772,946232090,juan.perez@makro.com,Gerente de producción
617,7,573,932640157,alex.rodriguez@tottus.com,Gerente de producción
618,3,562,918891116,fernando.mamano@makro.com,Gerente de recursos humanos
619,7,124,967364286,diana.gomez@bodega:mass.com,Gerente de producción
620,10,656,929674554,alex.gomez@makro.com,Gerente de producción
621,3,864,925877179,carlos.mamano@sanfernando.com,Gerente de logística
622,2,115,998789545,elena.fernandez@sanfernando.com,Gerente de producción
623,9,269,936925462,leonardo.huaman@sanfernando.com,Gerente de almacen
624,1,380,981797582,ana.mamano@sanfernando.com,Gerente de logística
625,2,945,992790605,julio.ruiz@sanfernando.com,Gerente de recursos humanos
626,2,887,924663494,diego.gonzalez@sanfernando.com,Gerente de producción
627,9,867,921630827,julio.gonzalez@tottus.com,Gerente de almacen
628,9,503,950185126,cristhian.diaz@makro.com,Gerente de producción
629,4,371,979265159,julio.perez@wongymetro.com,Gerente de recursos humanos
630,2,588,994725055,elena.vargas@sanfernando.com,Gerente de logística
631,2,667,929321089,julio.rodriguez@sanfernando.com,Gerente de logística
632,5,882,989102219,luis.martinez@sanfernando.com,Gerente de producción
633,1,131,996682873,luis.vargas@sanfernando.com,Gerente de logística
634,10,70,974593974,alex.gomez@sanfernando.com,Gerente de almacen
635,2,702,914252382,diego.cárdenas@sanfernando.com,Gerente de producción
636,2,805,937942658,diana.martinez@sanfernando.com,Gerente de logística
637,8,624,933015940,cristhian.gonzalez@makro.com,Gerente de producción
638,4,179,970260696,diana.perez@sanfernando.com,Gerente de logística
639,9,328,903966657,julio.ruiz@bodega:mass.com,Gerente de logística
640,4,852,931878256,luis.diaz@plazaveayvivanda.com,Gerente de almacen
641,4,858,985676782,juan.lopez@tottus.com,Gerente de recursos humanos
642,2,949,947499848,diana.castillo@sanfernando.com,Gerente de logística
643,9,397,918724508,alex.lopez@sanfernando.com,Gerente de recursos humanos
644,10,630,986648226,pedro.cárdenas@sanfernando.com,Gerente de producción
645,10,981,901797412,luis.castillo@sanfernando.com,Gerente de producción
646,9,290,973875933,diego.rodriguez@sanfernando.com,Gerente de almacen
647,3,850,949222591,diana.mamano@sanfernando.com,Gerente de producción
648,6,706,948936196,carlos.diaz@sanfernando.com,Gerente de producción
649,11,99,917021748,diana.rojas@sanfernando.com,Gerente de producción
650,2,422,913156226,diana.vargas@sanfernando.com,Gerente de logística
651,3,563,950591919,alex.perez@wongymetro.com,Gerente de producción
652,5,762,920475193,diego.rodriguez@sanfernando.com,Gerente de producción
653,8,207,964636978,fernando.huaman@sanfernando.com,Gerente de almacen
654,8,182,962575971,julio.perez@sanfernando.com,Gerente de almacen
655,1,211,982926936,cristhian.lopez@makro.com,Gerente de producción
656,4,826,941905445,juan.rodriguez@sanfernando.com,Gerente de recursos humanos
657,11,878,964727353,julio.mamano@sanfernando.com,Gerente de producción
658,2,260,992168797,jose.rodriguez@sanfernando.com,Gerente de almacen
659,1,459,952121442,carlos.vargas@sanfernando.com,Gerente de producción
660,1,651,949320028,cristhian.vargas@makro.com,Gerente de producción
661,2,497,900222842,alex.ruiz@bodega:mass.com,Gerente de logística
662,6,445,941631220,juan.ruiz@sanfernando.com,Gerente de producción
663,10,784,908159532,diana.cárdenas@plazaveayvivanda.com,Gerente de producción
664,6,929,934238027,juan.perez@makro.com,Gerente de producción
665,9,568,907601872,ana.martinez@plazaveayvivanda.com,Gerente de logística
666,2,994,904591036,ana.rodriguez@sanfernando.com,Gerente de producción
667,10,61,978780950,cristhian.rodriguez@sanfernando.com,Gerente de producción
668,7,937,904981103,elena.rojas@sanfernando.com,Gerente de producción
669,7,693,954291137,alex.martinez@tottus.com,Gerente de logística
670,2,724,906347509,leonardo.lopez@sanfernando.com,Gerente de almacen
671,4,726,999947145,juan.castillo@wongymetro.com,Gerente de recursos humanos
672,4,297,967940835,maria.ruiz@sanfernando.com,Gerente de almacen
673,10,505,972956577,pedro.gonzalez@wongymetro.com,Gerente de logística
674,5,66,931032652,ana.perez@plazaveayvivanda.com,Gerente de producción
675,5,745,908228164,ana.mamano@makro.com,Gerente de logística
676,6,530,968284683,juan.castillo@wongymetro.com,Gerente de producción
677,4,546,952097093,ana.fernandez@sanfernando.com,Gerente de producción
678,11,118,953663136,fernando.mamano@sanfernando.com,Gerente de almacen
679,11,456,910915331,luis.huaman@sanfernando.com,Gerente de almacen
680,3,9,979722229,leonardo.mamano@sanfernando.com,Gerente de producción
681,3,881,982571363,juan.vargas@sanfernando.com,Gerente de producción
682,5,640,928121379,elena.rodriguez@sanfernando.com,Gerente de logística
683,6,481,900634199,cristhian.gomez@wongymetro.com,Gerente de producción
684,5,723,924531851,maria.mamano@tottus.com,Gerente de almacen
685,11,119,932560968,carlos.fernandez@plazaveayvivanda.com,Gerente de recursos humanos
686,7,672,901970561,maria.lopez@makro.com,Gerente de recursos humanos
687,4,818,959310102,luis.martinez@plazaveayvivanda.com,Gerente de logística
688,8,586,902571848,fernando.gonzalez@tottus.com,Gerente de recursos humanos
689,11,939,933104265,fernando.martinez@sanfernando.com,Gerente de almacen
690,8,319,979652779,luis.lopez@plazaveayvivanda.com,Gerente de producción
691,1,189,937013394,elena.rojas@wongymetro.com,Gerente de producción
692,7,768,957226988,julio.mamano@sanfernando.com,Gerente de logística
693,6,103,992762178,luis.lopez@plazaveayvivanda.com,Gerente de logística
694,9,716,903960101,diego.gonzalez@tottus.com,Gerente de almacen
695,11,780,912586830,pedro.rojas@tottus.com,Gerente de producción
696,3,553,997694099,pedro.martinez@sanfernando.com,Gerente de logística
697,2,142,988102649,luis.diaz@sanfernando.com,Gerente de producción
698,5,838,928331136,elena.ruiz@sanfernando.com,Gerente de producción
699,5,111,982962786,juan.diaz@plazaveayvivanda.com,Gerente de producción
700,5,359,980466645,carlos.fernandez@plazaveayvivanda.com,Gerente de recursos humanos
701,11,4,928756243,elena.perez@wongymetro.com,Gerente de producción
702,11,542,933933240,pedro.rodriguez@sanfernando.com,Gerente de producción
703,4,874,982045555,juan.lopez@sanfernando.com,Gerente de producción
704,10,841,957248169,elena.mamano@sanfernando.com,Gerente de producción
705,1,922,947793188,carlos.rodriguez@sanfernando.com,Gerente de producción
706,7,132,933546617,fernando.fernandez@wongymetro.com,Gerente de almacen
707,7,446,983013395,elena.rojas@tottus.com,Gerente de producción
708,3,553,975928556,fernando.cárdenas@sanfernando.com,Gerente de logística
709,7,964,980769285,juan.fernandez@sanfernando.com,Gerente de producción
710,10,398,942467210,alex.martinez@tottus.com,Gerente de logística
711,9,412,921539943,cristhian.rodriguez@tottus.com,Gerente de recursos humanos
712,10,842,982254031,jose.lopez@sanfernando.com,Gerente de producción
713,4,975,905559063,maria.fernandez@makro.com,Gerente de logística
714,7,402,906735505,diego.vargas@sanfernando.com,Gerente de producción
715,2,407,997987608,ana.ruiz@sanfernando.com,Gerente de almacen
716,4,482,989824136,ana.lopez@tottus.com,Gerente de producción
717,8,419,938153821,jose.lopez@plazaveayvivanda.com,Gerente de almacen
718,8,263,972721850,leonardo.gomez@sanfernando.com,Gerente de recursos humanos
719,4,712,997889204,fernando.ruiz@sanfernando.com,Gerente de logística
720,7,788,908911605,elena.rojas@bodega:mass.com,Gerente de producción
721,11,913,920078718,luis.cárdenas@bodega:mass.com,Gerente de logística
722,10,227,977461113,alex.martinez@sanfernando.com,Gerente de logística
723,8,133,981941399,leonardo.mamano@tottus.com,Gerente de producción
724,5,253,941740514,cristhian.diaz@sanfernando.com,Gerente de producción
725,7,134,912693758,alex.castillo@sanfernando.com,Gerente de producción
726,3,565,955724958,juan.gomez@sanfernando.com,Gerente de almacen
727,5,508,930922102,carlos.castillo@sanfernando.com,Gerente de almacen
728,5,846,918037160,ana.huaman@bodega:mass.com,Gerente de logística
729,10,607,927513691,fernando.perez@sanfernando.com,Gerente de producción
730,11,188,933756288,maria.perez@tottus.com,Gerente de recursos humanos
731,2,696,992924753,carlos.cárdenas@bodega:mass.com,Gerente de recursos humanos
732,8,843,935831684,luis.diaz@sanfernando.com,Gerente de producción
733,6,856,903280615,cristhian.ruiz@sanfernando.com,Gerente de producción
734,10,692,946503118,luis.vargas@tottus.com,Gerente de logística
735,3,644,970924900,carlos.huaman@makro.com,Gerente de almacen
736,3,179,923915394,diana.huaman@wongymetro.com,Gerente de logística
737,5,318,932994092,maria.vargas@tottus.com,Gerente de producción
738,5,539,973445494,luis.rojas@sanfernando.com,Gerente de recursos humanos
739,4,545,996602444,alex.vargas@sanfernando.com,Gerente de logística
740,6,429,925969040,ana.huaman@sanfernando.com,Gerente de recursos humanos
741,4,464,962996119,pedro.diaz@sanfernando.com,Gerente de logística
742,5,453,924333856,juan.diaz@sanfernando.com,Gerente de almacen
743,6,74,998917954,cristhian.diaz@sanfernando.com,Gerente de almacen
744,10,33,932260012,cristhian.rojas@sanfernando.com,Gerente de producción
745,7,510,930586586,ana.lopez@sanfernando.com,Gerente de almacen
746,2,231,984751346,cristhian.fernandez@sanfernando.com,Gerente de almacen
747,2,374,900047936,cristhian.mamano@sanfernando.com,Gerente de producción
748,3,319,901502147,fernando.lopez@tottus.com,Gerente de almacen
749,11,826,906628237,cristhian.gonzalez@makro.com,Gerente de almacen
750,4,89,921824471,ana.gonzalez@plazaveayvivanda.com,Gerente de producción
751,7,423,974136447,luis.martinez@sanfernando.com,Gerente de logística
752,4,233,933123984,luis.lopez@sanfernando.com,Gerente de logística
753,7,209,968009072,fernando.gonzalez@makro.com,Gerente de logística
754,7,804,902351873,carlos.gonzalez@sanfernando.com,Gerente de recursos humanos
755,4,36,994373654,luis.gomez@plazaveayvivanda.com,Gerente de producción
756,10,497,973166173,pedro.gonzalez@sanfernando.com,Gerente de almacen
757,4,113,925435631,diego.diaz@makro.com,Gerente de logística
758,2,606,910523281,cristhian.gomez@wongymetro.com,Gerente de producción
759,5,25,941438841,maria.ruiz@tottus.com,Gerente de recursos humanos
760,5,409,998435754,juan.huaman@sanfernando.com,Gerente de producción
761,1,606,977405702,luis.fernandez@sanfernando.com,Gerente de recursos humanos
762,10,673,914133190,luis.vargas@bodega:mass.com,Gerente de producción
763,9,524,994763883,alex.huaman@tottus.com,Gerente de recursos humanos
764,7,168,989451878,julio.fernandez@sanfernando.com,Gerente de producción
765,9,592,999438478,jose.gomez@tottus.com,Gerente de logística
766,9,748,904680735,carlos.castillo@wongymetro.com,Gerente de almacen
767,3,271,911577753,diego.rojas@sanfernando.com,Gerente de recursos humanos
768,3,299,980264468,carlos.rodriguez@sanfernando.com,Gerente de almacen
769,8,767,977542282,juan.gomez@makro.com,Gerente de logística
770,11,644,930657668,carlos.gonzalez@sanfernando.com,Gerente de producción
771,4,620,909885250,maria.rojas@tottus.com,Gerente de recursos humanos
772,3,491,975112154,pedro.martinez@plazaveayvivanda.com,Gerente de almacen
773,1,50,994580541,leonardo.gomez@tottus.com,Gerente de almacen
774,10,793,922701533,diana.diaz@makro.com,Gerente de recursos humanos
775,1,511,942887624,juan.castillo@sanfernando.com,Gerente de logística
776,4,368,941258348,jose.rodriguez@sanfernando.com,Gerente de producción
777,8,995,932271602,jose.vargas@sanfernando.com,Gerente de producción
778,8,428,981112488,alex.rodriguez@bodega:mass.com,Gerente de producción
779,2,659,953304658,maria.gonzalez@sanfernando.com,Gerente de logística
780,4,899,962679165,diego.ruiz@sanfernando.com,Gerente de producción
781,2,952,988731759,juan.cárdenas@tottus.com,Gerente de producción
782,7,758,909787372,elena.rojas@bodega:mass.com,Gerente de producción
783,11,143,959315965,fernando.vargas@sanfernando.com,Gerente de recursos humanos
784,5,456,978096233,pedro.diaz@sanfernando.com,Gerente de recursos humanos
785,5,682,906831599,juan.fernandez@plazaveayvivanda.com,Gerente de producción
786,4,57,990670312,diana.vargas@sanfernando.com,Gerente de recursos humanos
787,7,475,921516671,leonardo.diaz@makro.com,Gerente de recursos humanos
788,4,12,901684528,pedro.ruiz@bodega:mass.com,Gerente de recursos humanos
789,8,622,972189397,luis.vargas@wongymetro.com,Gerente de producción
790,10,982,906071457,fernando.diaz@sanfernando.com,Gerente de producción
791,7,966,935139706,elena.rodriguez@bodega:mass.com,Gerente de logística
792,10,446,966619971,cristhian.vargas@sanfernando.com,Gerente de producción
793,5,912,922478411,luis.rodriguez@sanfernando.com,Gerente de producción
794,5,601,918854600,leonardo.lopez@sanfernando.com,Gerente de producción
795,7,467,998053453,alex.perez@wongymetro.com,Gerente de almacen
796,4,605,963339737,carlos.perez@sanfernando.com,Gerente de logística
797,3,939,967880099,ana.castillo@tottus.com,Gerente de logística
798,4,507,945139124,cristhian.martinez@sanfernando.com,Gerente de logística
799,4,219,904120794,cristhian.castillo@makro.com,Gerente de logística
800,3,490,962906236,alex.lopez@sanfernando.com,Gerente de almacen
